kelurahan,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,rainfall_anomaly_z
Cihapit,232.3760760065652,25.192896418993953,83.9783488409861,1.7084078479607605,0.3930930919798147
Citarum,169.16386311891034,23.13995055684302,82.88296212346772,,-0.26158687841864875
Merdeka,250.59654840681793,24.964507394322005,77.83278724828682,1.480378752524647,0.5817999539408693
Babakan Ciamis,,25.08614494659736,,2.612384949049164,2.006916399941558
Braga,161.2447363961056,23.071297163947264,88.2213191663074,1.5584945398648635,-0.3436041565937023
Kebon Pisang,161.24606004137135,28.231549022289514,73.26742888931336,1.0,-0.3435904477864352
Balonggede,399.2574343671519,25.447665841823575,82.3767790493603,1.0284497079468202,2.121459775578408
Regol,266.0588073410172,22.117393005594703,,4.941034746923033,0.7419403881845802
Ancol,143.34621771759447,25.81310721726766,76.25855037418224,1.8487376507607727,-0.5289765892824566
Cigereleng,237.76434159991,22.550636659545358,86.79021481589753,3.623848924087348,0.4488985985109579
Ciseureuh,143.7809777127942,26.074169207484903,,5.600041477714643,-0.524473841351552
Pasirluyu,143.61485857253717,26.817191158014808,84.50807708800511,9.379659472100338,-0.5261943138497918
Pungkur,204.58450873800857,22.858635363296578,88.44383045723464,1.0,0.10525975083350421
Burangrang,69.64144593439104,26.426752258488644,78.16803073306207,12.851953950608957,-1.2923265117889156
Turangga,76.51915363007875,25.325561853872998,83.45562377035971,,-1.2210950635460798
Lingkar Selatan,136.84600402367496,26.14412031998898,75.51786594725235,1.0,-0.5962983854088189
Cijagra,109.24405760150427,28.293585965307894,80.59333081990754,16.545077587904725,-0.882167850202319
Maleer,212.11395764183115,24.00922376799426,76.95885556505853,20.293548371031424,0.1832411908161884
Samoja,115.12148501846976,22.99252767128502,78.77596771994175,1.0,-0.8212961636787556
Cikawao,89.46505922482336,22.720971140748954,82.76125620349531,2.5934147450292064,
Batununggal,377.2184205219637,,,13.12748146581314,1.8932048186221868
Mengger,161.92153236269465,24.345796581171793,94.73909820548369,,-0.33659467625546763
Wates,187.4972356954079,25.182303949633287,69.95186094800238,1.6318370564944038,-0.07171072526107633
Kujangsari,88.91011422810493,25.05338159866004,68.28649109769815,1.879192249452266,-1.0927636328470514
Kebonwaru,138.07660471009285,26.154366498072047,87.26488698800054,3.702280880194958,-0.5835532277224672
Kacapiring,191.6098541107548,24.526003783755815,84.33330155170349,5.301300517348915,-0.029116916574063706
Kebon Jayanti,101.95211184153433,27.407068154314633,82.99295853641723,7.704014672468416,-0.9576895036329434
Cicadas,218.73238781984702,23.97068633352409,83.02676407411424,3.6825005040028094,0.2517873383894201
Sukamaju,134.24690176748166,29.940338333179238,,4.967128873767341,-0.6232169207743088
Cikutra,156.6717927377472,25.751334695530012,70.82196502811335,11.00983152311874,-0.3909654888762586
Sukapada,134.17523827118336,22.785684887167434,78.6064364655498,1.0,-0.6239591294946174
Cigending,457.6657399633637,22.358215003877774,72.58270630790311,2.3274929750591777,2.7263863559326333
Pasirendah,180.05302442178495,25.46494483048637,85.800957867342,9.995934999648206,-0.148809371133782
Cipaganti,106.81993170042749,24.0530744293483,76.82354094798289,18.046134034644908,-0.9072741801449152
Lebak Siliwangi,273.49202326716875,25.928000988184184,71.39602242565991,5.734232897667207,0.8189251567948351
Tamansari,98.45289151200654,25.44647524914709,75.42891326677605,6.076236018824551,-0.9939304348881811
Babakan Ciparay,,24.354342174686256,81.30345163420499,1.0,0.07048269986375975
Margahayu Utara,68.04470652580258,22.80641256386319,73.4902035775682,4.745145968668407,-1.308863716563041
Margasuka,93.30810510820645,21.47030555062827,71.42223683546855,6.0848543924423195,-1.0472142618051796
Cirangrang,200.02265155994112,23.606970095865957,79.94949769193529,2.2215424260852266,0.0580132396631529
Sukahaji,262.2329655069238,26.212797588646943,79.95973256886978,2.5093968950283507,0.7023166840889016
Pasteur,,24.92818748826041,73.94445459703095,3.789319878419776,0.03177513282985312
Cipedes,171.08762613747012,22.008522442576023,74.23169355505341,1.0,-0.241662736255128
Sukabungah,155.93638758631144,24.846361851702365,79.8563994988611,3.109798090049086,-0.3985819762729033
Sukawarna,86.55144740454917,,66.4153252680214,1.900455484989039,-1.1171920123592467
Gegerkalong,126.4792035454805,22.732285127597734,66.74028980498755,3.1739938418558613,-0.7036658753312701
Isola,143.98089461947848,24.807450211891055,72.2524462299805,1.0205048262782501,
Sukarasa,307.5264540906889,24.616417436892,76.29242278630522,17.696639199544197,1.1714149549873338
Sarijadi,,22.214059404338755,,7.203190511036478,0.21574080626866485
Ledeng,75.07442255904733,25.215574720696566,89.80284973559641,9.093063663144253,-1.2360579394146654
Ciwaruga,213.15977133674355,25.62156905273647,84.86127698561616,12.45367225902233,0.19407253570272803
Hegarmanah,149.52429078385606,26.666102486350553,76.72049176029259,5.520291374791081,-0.46499115818659964
Dago,129.2229232113348,26.607604104069807,,1.0,-0.6752495578576894
Sekeloa,246.12465726161292,21.744661264085817,69.97976508289753,6.1620669063585805,
Lebak Gede,303.53586087059904,22.624349920169756,77.85189491206089,7.071384462970989,1.1300849440313185
Sadang Serang,288.7727537387149,25.53007053441732,75.6907308886389,10.945733190467275,0.9771855263623194
Coblong,119.15095735550035,25.527571901824416,80.58174848270471,4.520277195063857,-0.7795634871939585
Cipaganti Kulon,155.30544831770564,25.530095372612095,71.38215245158142,1.0918773338344978,-0.4051165252599511
Neglasari,213.92633262804586,32.20546298130944,82.15477211392938,2.670097442093631,0.20201170284421588
Nyengseret,295.23526989727145,25.641781021386333,90.26191130402063,3.6089186037969876,1.0441168944335937
Karanganyar,142.65268233277416,26.771131280361196,77.12991881234514,8.305796892974893,-0.5361594374135829
Dunguscariang,165.2022550914082,26.408003526986406,81.21369377679153,,-0.30261669382449313
Ciroyom,104.25423809030286,25.802782502611596,83.5211519336889,3.5216540772144493,-0.9338467068766279
Kebon Jeruk,99.67318540246728,23.869461510719308,74.79023622491331,34.4495661773585,-0.9812920232333934
Garuda,272.12537870094826,26.017938440986534,79.79273985448333,,0.8047710118395146
Maleber,357.13719736071585,22.954349570924855,78.10073920625436,2.1663562300543995,1.685226423558941
Husein Sastranegara,,,78.78140878839065,1.0,-0.2025759763531453
Sukaraja,,23.52927290434179,,1.327106340718607,1.0872069335676204
Campaka,217.19987499362477,24.663748278772644,78.19608139407154,,0.23591531926726736
Kebonlega,131.29413645526452,29.129317133347016,81.9839863299636,1.4013189996343522,-0.6537982945134562
Cibadak,217.1737670159408,20.765469614816503,89.60914886236033,1.6519339636366432,0.2356449226259144
Karasak,391.1215116670913,25.872520380749027,,2.6848467857235723,2.0371971720542064
Situ Saeur,178.05401876226944,21.274568257620697,95.22545966009245,1.523219469303096,-0.16951279071385444
Pelindung Hewan,396.3595793498177,23.556136268421135,71.8612194968956,18.166011594847323,
Cijerah,50.0,26.677901193934733,84.97856509376543,1.0,-1.495750196160855
Caringin,273.40419067936546,24.628560038190926,79.46673604590681,5.947298800901621,0.8180154870750727
Warung Muncang,189.33606052281223,22.344510444141388,95.51842346574138,,-0.052666275959600786
Babakan Tarogong,156.09992152007038,23.069392581480063,71.53361371715879,,-0.39688827839362284
Babakan Surabaya,189.78282427424242,25.85919549786935,71.2822252625538,1.0,-0.04803920681900216
Kebonsari,67.10211359752833,23.039266736565725,73.20485883644783,4.058063949939443,-1.3186260185327114
Cibangkong,162.41650528332363,24.93291717916395,61.008834205521545,27.91247731301372,-0.331468311551208
Kopo,216.70918333675928,24.591143679807626,73.79395982655392,16.049952495745238,0.23083329500777158
Suka Asih,,23.196799304788367,71.92693870757041,13.589304272289436,1.917198104068254
Babakan,139.89118786346927,28.78788817865065,79.20315029180966,,-0.5647598460186916
Jamika,120.99548109214092,25.767838044636022,80.73404780621728,1.4991962622919002,-0.7604600150935704
Cigondewah Rahayu,141.05099310265555,20.449714826684787,93.00936671372709,8.836476789454268,-0.552747906790936
Cigondewah Kaler,,24.872908629538856,85.60339070548841,21.203080759679644,0.9535357344745782
Cigondewah Kidul,213.6577754503442,23.176427070463223,73.38477075470078,6.509203375237938,0.19923029404493053
Gempolsari,139.08981813958812,26.204866669592448,70.81268262921314,6.781820491668692,-0.5730595191853495
Cibuntu,,22.914958523134597,81.93535337205205,2.6278002464852066,0.4130950278820566
Situsaeur,190.2880115484136,24.2705271170662,67.43813434383486,11.739790067296708,-0.0428070534962276
Kebon Gedang,294.2184431226243,25.509974557960913,92.65167012683483,1.6566238571685667,1.0335857629905374
Rancanumpang,127.60932562318517,26.231510388340244,87.4355209657703,3.128702504953861,-0.6919613604190444
Cimincrang,153.8793612172891,22.09940718588845,74.24659478316237,4.433156400558644,-0.4198863081553173
Cisaranten Kulon,148.99994300579175,23.830997528318104,64.29492376727298,5.667879701157588,-0.4704217541448798
Cisaranten Endah,87.20333066926449,23.550109377678087,88.8309789933233,,-1.1104405493594374
Cisaranten Wetan,210.20014295484836,23.193341534852575,77.08368123797905,1.0,0.16342008211922118
Cisaranten Bina Harapan,206.54692702301284,28.030908480562193,87.90253049578769,7.545597259434852,0.1255842401377999
Manjahlega,181.73629873066938,,65.24457872964507,2.7245069474923342,-0.1313759366063196
Jatisari,161.20976953830154,21.97823209132991,73.20499981636982,6.963624546339549,-0.343966303406578
Mekarjaya,89.32796787826334,26.335723894109552,78.04194959774547,1.3413180221654384,-1.0884359815464588
Rancabolang,146.88902043410363,28.744312394025265,78.37584475011793,5.24897102422822,-0.4922842813942007
Cipamokolan,152.7255838994561,26.564930521102294,74.39947622816605,6.0843779850326225,-0.4318358170520838
Derwati,121.37214029033278,21.461260068091974,82.98279945878,1.0,-0.7565590089199562
Cibiru Hilir,167.22783167207757,23.5315318542675,69.45903656493924,3.283068811043386,-0.281638082962866
Cisurupan,,27.033822298373245,76.86096411982965,,0.28413103905507525
Palasari,,23.08466106876244,78.9623650536952,1.0,2.8074323770352194
Cipadung Kulon,197.80642607794363,25.387638856292458,82.11551067247,36.809610491162594,
Cipadung Wetan,206.18528274836856,26.049268106858673,83.69291902471112,3.113040180155362,0.12183874140894385
Cipadung Kidul,174.64878983060348,22.646139056843833,69.00286326529705,13.280564910159189,-0.20478026632248708
Pasir Biru,69.45050859463853,24.3809492878764,65.72708663411503,2.351110674347211,-1.2943040228777822
Pasirbiru,178.88498586805616,18.017465319861856,88.22141457518808,9.153130808162812,-0.16090658163863322
Cinambo,,22.45122471733142,80.65851209583673,11.424529782625669,-0.07878373655043758
Pakemitan,621.1801001569385,,72.01210770754757,7.243572753353118,4.419881514558217
Sukamulya,164.6495898223012,22.004433636070303,90.40921580418018,5.102853152362174,-0.30834057004224674
Cisaranten Kidul,210.77130248207888,27.76482260786327,78.92539707434287,4.246062508043022,
Ujung Berung,178.1532464740496,21.639717244078735,87.43437747251062,3.4323464136317985,-0.1684851033027776
Pasir Wangi,101.05460165304076,23.619911026606033,,21.220448385766247,-0.9669848900273349
Pasir Jati,320.99046134665105,24.761481154572184,94.4859833990559,14.204856569134384,1.310859778528695
Cigugur Tengah,264.0045971240519,27.38254657813223,92.04272673954563,26.825411115325533,0.7206652227916959
Antapani Kulon,269.21652285920226,21.628275697641122,76.00828681216741,1.0618283346888444,0.7746444022909412
Antapani Tengah,115.04303463760762,26.82632750430992,85.77256760763484,10.50041090768406,-0.8221086632049445
Antapani Wetan,365.54783841007657,24.520466122039174,83.16300759668118,22.289018122089924,1.7723342462674057
Antapani Kidul,89.93385616213479,22.536982697904097,88.94905246025878,1.5996464776063815,-1.0821608820739135
Cicaheum,243.08922254093386,,70.28061231535916,1.0,0.5040476391408211
Sindangjaya,541.9793022094276,24.898119391146942,83.48841167998751,10.811145225508977,3.5996100244908678
Sukapura,110.46865741658915,23.29956624568241,86.46739589479671,6.835417153589358,-0.8694848426937128
Ciumbuleuit,136.5718889821497,24.63960416998004,63.930084108615084,14.752617130571823,-0.599137356219578
Padasuka,190.53305232663868,23.72937280627648,68.5339318986738,1.2044659713135408,-0.040269200728441666
Pasir Kaliki,140.92983930303572,,61.6861425779192,12.688400888254945,-0.5540026796002623
Arjuna,83.48510932084173,25.824261349042093,75.84474532444354,1.8014381845361835,-1.1489496432689743
Pajajaran,187.59426906341307,27.672033632290706,83.7403380463677,1.429721591724144,-0.07070576435888198
Pamoyanan,106.5749126602965,22.0243690023463,90.01885641676823,1.4355572524796056,-0.9098118077743276
Cibaduyut,229.70507771761984,28.766066749312532,78.5927582433582,13.48082626051207,0.3654299395467728
Cibaduyut Kidul,114.46715007047469,20.595824400954996,91.02892436457033,8.753709112127751,-0.8280730184163905
Cibaduyut Wetan,393.45519653612075,24.196429809928834,66.95918833428087,5.923007650768355,2.061366816988025
Mekarwangi,122.53213888648361,25.676634412969154,64.37294048515876,3.555691213424545,-0.7445450671213991
Kebonlega Kidul,154.31087583735146,25.061983735470065,77.55561840882704,16.77762133835466,-0.41541717211682716
Margasari,272.2603040058241,23.25460096035881,81.07252359151445,3.9865019975795595,0.8061684141857842
Sekejati,97.96084340975024,24.08375549928545,77.73844201524726,13.568661302784557,-0.9990265076612115
Buah Batu,203.1063974899197,23.513998130682335,61.46046319968099,4.626199048911043,0.08995116118067385
Jati Sari,348.4767024875751,23.321270486111576,77.28703968389769,3.784956526541897,1.59553090004894
Jatisari Kulon,81.14668012068616,26.19920419404205,67.56424399596118,4.969288479196821,-1.173168424570898
Cijaura,,25.214030971930093,83.3573803906403,2.8691622034451365,0.04538671983782464
Margacinta,206.42587665182847,,80.93278596877478,,0.12433053852218723
Mandalajati,267.9797548059674,26.299199750866503,,5.588822525564768,0.7618353700566071
Karang Pamulang,97.66318239352462,25.11459904175322,73.88906466130645,2.113940247976522,
Jatihandap,,26.12572423767792,69.52629182488839,18.38671879640467,-1.0434722537976642
Sindang Jaya,235.32576371914996,25.759257683847224,77.49856722181462,3.8746539388696903,0.4236425914537817
Pasir Impun,210.29101068896998,22.842009978155854,85.6411385640099,6.274259057422108,0.1643611864211801
Karang Anyar Kota,205.45898449279494,23.37963791960606,70.11419162931566,18.95596486967701,0.11431657284787045
